crop,window,task,label,pred,error,class_name,logit_margin,top1_prob,boundary,tile_phase,tile_phase_flip,probe_pred,probe_error,probe_disagree,control_ndvi_tstd,grid
16,task_17f1e062-6db2-427b-ae38-87a6d575731f_point_9,spatial_split\task_17f1e062-6db2-427b-ae38-87a6d575731f,5,5,0,agriculture/settlement,1.977701187133789,0.8783831000328064,0.25,0.16034667193889618,0.25,5,0,0,0.2637048661708832,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_0,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,13.807573318481445,0.9999984502792358,0.0,4.805480102731963e-07,0.0,8,0,0,0.042123302817344666,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_10,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,6,5,1,montane forest,6.511250019073486,0.9984375834465027,0.0,0.0008340112981386483,0.0,5,1,0,0.12486100941896439,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_11,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,6.2061309814453125,0.9979270696640015,0.125,0.0007481391658075154,0.0,8,0,0,0.043829843401908875,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_13,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,9.311976432800293,0.999893307685852,0.25,3.8106110878288746e-05,0.0,8,0,0,0.09154757857322693,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_16,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,10.102718353271484,0.9999256134033203,0.0,3.302769619040191e-05,0.0,8,0,0,0.03606082499027252,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_17,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,12.874835968017578,0.9999964237213135,0.0,2.1490760104825313e-07,0.0,8,0,0,0.0482412651181221,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_18,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,13.74492073059082,0.9999983310699463,0.0,4.986882231605705e-07,0.0,8,0,0,0.020639987662434578,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_2,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,10.803050994873047,0.9999778270721436,0.0,4.2859635868808255e-05,0.0,8,0,0,0.013491697609424591,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_22,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,1.9385631084442139,0.7948935031890869,0.625,0.09950805455446243,0.0,5,1,1,0.08305061608552933,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_26,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,1,0,1,open water,0.09590649604797363,0.3852371275424957,0.125,0.06659899652004242,0.0,1,0,1,0.3192663788795471,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_28,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,11.158679962158203,0.9999692440032959,0.0,1.1719704161805566e-05,0.0,8,0,0,0.02904420532286167,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_3,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,13.439937591552734,0.9999942779541016,0.25,4.766508482134668e-06,0.0,8,0,0,0.08040248602628708,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_4,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,8,8,0,urban/dense dev.,12.791240692138672,0.9999908208847046,0.125,1.2629998309421353e-06,0.0,8,0,0,0.07473205029964447,4
16,task_1a29e215-eb34-46cd-bd56-981abce579e7_point_7,spatial_split\task_1a29e215-eb34-46cd-bd56-981abce579e7,6,5,1,montane forest,8.061470031738281,0.9995618462562561,0.0,0.0005495125660672784,0.0,5,1,0,0.1344444304704666,4
16,task_20546e37-3fce-46aa-9aa0-54ce34cad031_point_17,spatial_split\task_20546e37-3fce-46aa-9aa0-54ce34cad031,4,4,0,grassland/barren,9.315754890441895,0.9998099207878113,0.0,5.041881013312377e-05,0.0,4,0,0,0.10571359843015671,4
16,task_20546e37-3fce-46aa-9aa0-54ce34cad031_point_21,spatial_split\task_20546e37-3fce-46aa-9aa0-54ce34cad031,4,2,1,grassland/barren,0.45923566818237305,0.5976719260215759,0.25,0.1015138253569603,0.5,3,1,1,0.12341374158859253,4
16,task_20546e37-3fce-46aa-9aa0-54ce34cad031_point_3,spatial_split\task_20546e37-3fce-46aa-9aa0-54ce34cad031,4,2,1,grassland/barren,4.348183631896973,0.9820130467414856,0.5,0.16290490329265594,0.0,3,1,1,0.14705082774162292,4
16,task_20546e37-3fce-46aa-9aa0-54ce34cad031_point_30,spatial_split\task_20546e37-3fce-46aa-9aa0-54ce34cad031,4,4,0,grassland/barren,12.642541885375977,0.999994158744812,0.0,9.848303079706966e-07,0.0,4,0,0,0.0570802167057991,4
16,task_20546e37-3fce-46aa-9aa0-54ce34cad031_point_8,spatial_split\task_20546e37-3fce-46aa-9aa0-54ce34cad031,0,2,1,woodland forest,1.827359676361084,0.8608108758926392,0.375,0.02734309993684292,0.0,0,0,1,0.06874050945043564,4
16,task_21f02234-a1c8-48f4-8c31-a80fab5dce97_point_11,spatial_split\task_21f02234-a1c8-48f4-8c31-a80fab5dce97,4,4,0,grassland/barren,9.994097709655762,0.9998750686645508,0.0,2.2864654965815134e-05,0.0,4,0,0,0.0715584009885788,4
16,task_21f02234-a1c8-48f4-8c31-a80fab5dce97_point_19,spatial_split\task_21f02234-a1c8-48f4-8c31-a80fab5dce97,4,4,0,grassland/barren,4.44053840637207,0.9881147146224976,0.0,0.004752601962536573,0.0,4,0,0,0.0547102615237236,4
16,task_21f02234-a1c8-48f4-8c31-a80fab5dce97_point_2,spatial_split\task_21f02234-a1c8-48f4-8c31-a80fab5dce97,2,0,1,shrubland/savanna,0.9323844909667969,0.7140649557113647,0.5,0.08784179389476776,0.0,0,1,0,0.23471558094024658,4
16,task_21f02234-a1c8-48f4-8c31-a80fab5dce97_point_3,spatial_split\task_21f02234-a1c8-48f4-8c31-a80fab5dce97,4,4,0,grassland/barren,10.586376190185547,0.9999414682388306,0.0,1.0775919690786395e-05,0.0,4,0,0,0.029557395726442337,4
16,task_25c1929a-d8f4-4181-a070-acd40487e7bf_point_11,spatial_split\task_25c1929a-d8f4-4181-a070-acd40487e7bf,5,5,0,agriculture/settlement,11.115216255187988,0.9999709129333496,0.0,5.274883005768061e-05,0.0,5,0,0,0.23993322253227234,4
16,task_25c1929a-d8f4-4181-a070-acd40487e7bf_point_14,spatial_split\task_25c1929a-d8f4-4181-a070-acd40487e7bf,5,5,0,agriculture/settlement,6.210638523101807,0.9953433275222778,0.0,0.01939106173813343,0.0,4,1,1,0.08901416510343552,4
16,task_25c1929a-d8f4-4181-a070-acd40487e7bf_point_19,spatial_split\task_25c1929a-d8f4-4181-a070-acd40487e7bf,5,2,1,agriculture/settlement,5.620676040649414,0.9962148070335388,0.0,0.022536905482411385,0.0,2,1,0,0.11545693129301071,4
16,task_25c1929a-d8f4-4181-a070-acd40487e7bf_point_2,spatial_split\task_25c1929a-d8f4-4181-a070-acd40487e7bf,5,5,0,agriculture/settlement,11.250185012817383,0.999984860420227,0.0,3.9667329474468715e-06,0.0,5,0,0,0.22081099450588226,4
16,task_25c1929a-d8f4-4181-a070-acd40487e7bf_point_32,spatial_split\task_25c1929a-d8f4-4181-a070-acd40487e7bf,5,5,0,agriculture/settlement,4.310328483581543,0.9866129755973816,0.0,0.005334754940122366,0.0,5,0,0,0.1950790286064148,4
16,task_25c1929a-d8f4-4181-a070-acd40487e7bf_point_41,spatial_split\task_25c1929a-d8f4-4181-a070-acd40487e7bf,5,5,0,agriculture/settlement,10.299372673034668,0.999934196472168,0.0,2.9214243113528937e-05,0.0,5,0,0,0.19440287351608276,4
16,task_25c1929a-d8f4-4181-a070-acd40487e7bf_point_8,spatial_split\task_25c1929a-d8f4-4181-a070-acd40487e7bf,4,4,0,grassland/barren,4.472814083099365,0.981350302696228,0.375,0.0129391485825181,0.0,4,0,0,0.2392200082540512,4
16,task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df_point_14,spatial_split\task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df,2,2,0,shrubland/savanna,11.347540855407715,0.999987006187439,0.0,4.724584869109094e-06,0.0,2,0,0,0.21890634298324585,4
16,task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df_point_20,spatial_split\task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df,5,5,0,agriculture/settlement,4.825985908508301,0.9865397810935974,0.0,0.01167465653270483,0.0,8,1,1,0.13305319845676422,4
16,task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df_point_6,spatial_split\task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df,2,2,0,shrubland/savanna,11.99290943145752,0.9999909400939941,0.0,1.2545326626423048e-06,0.0,2,0,0,0.1840008795261383,4
16,task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df_point_7,spatial_split\task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df,2,2,0,shrubland/savanna,10.652165412902832,0.9999696016311646,0.0,1.1346663995936979e-05,0.0,2,0,0,0.18862934410572052,4
16,task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df_point_8,spatial_split\task_2b0bcdc8-eaa6-40a8-b939-6f9049d4e9df,2,2,0,shrubland/savanna,13.259492874145508,0.9999971389770508,0.0,3.998401041371835e-07,0.0,2,0,0,0.21683748066425323,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_0,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,2,1,grassland/barren,2.209463596343994,0.9009127020835876,0.625,0.032899290323257446,0.0,4,0,1,0.10065146535634995,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_11,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,5,5,0,agriculture/settlement,10.732488632202148,0.9999513626098633,0.0,1.4035976164450403e-05,0.0,5,0,0,0.2344488799571991,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_18,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,4,0,grassland/barren,11.324577331542969,0.9999845027923584,0.125,6.531537565024337e-06,0.0,4,0,0,0.060460254549980164,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_19,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,11.12345027923584,0.9999724626541138,0.125,0.00015206362877506763,0.0,2,0,0,0.13922841846942902,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_2,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,0,2,1,woodland forest,0.5697054862976074,0.6384032368659973,0.25,0.28185543417930603,0.5,0,0,1,0.1864176243543625,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_20,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,9.085883140563965,0.9998757839202881,0.125,0.0001288734347326681,0.0,2,0,0,0.17419932782649994,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_22,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,12.9814453125,0.9999958276748657,0.0,6.336060778266983e-07,0.0,2,0,0,0.16940274834632874,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_23,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,4,0,grassland/barren,2.044029712677002,0.8849610686302185,0.625,0.08245211839675903,0.0,4,0,0,0.16227979958057404,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_25,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,0,2,1,woodland forest,3.8749027252197266,0.9795610308647156,0.0,0.3958930969238281,0.5,2,1,0,0.20762373507022858,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_28,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,8.229276657104492,0.9996854066848755,0.375,0.00011326528328936547,0.0,2,0,0,0.12131177634000778,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_29,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,12.52788257598877,0.9999949932098389,0.0,3.20482376992004e-06,0.0,2,0,0,0.15718263387680054,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_3,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,9.5156831741333,0.9999223947525024,0.0,5.04530435136985e-05,0.0,2,0,0,0.14996206760406494,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_31,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,10.617566108703613,0.9999747276306152,0.0,3.498310252325609e-05,0.0,2,0,0,0.1901029497385025,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_32,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,9.690690994262695,0.9999347925186157,0.25,2.698530806810595e-05,0.0,2,0,0,0.1659880429506302,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_33,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,13.512986183166504,0.9999977350234985,0.0,5.900558903704223e-07,0.0,2,0,0,0.14606168866157532,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_37,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,4,0,grassland/barren,4.989926338195801,0.9908015131950378,0.375,0.0034079214092344046,0.0,4,0,0,0.17519427835941315,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_38,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,7.393177032470703,0.9989404082298279,0.5,0.012723714113235474,0.0,2,0,0,0.22724293172359467,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_39,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,4,0,grassland/barren,8.524592399597168,0.999782383441925,0.625,9.340183896711096e-05,0.0,4,0,0,0.06009073182940483,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_4,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,5,5,0,agriculture/settlement,10.734211921691895,0.9999616146087646,0.0,2.2147678464534692e-05,0.0,5,0,0,0.25337424874305725,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_41,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,0,2,1,woodland forest,4.155556678771973,0.984468400478363,0.125,0.2198001593351364,0.25,0,0,1,0.2160462886095047,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_46,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,4,0,grassland/barren,9.938431739807129,0.9999443292617798,0.125,1.8841668861568905e-05,0.0,4,0,0,0.09581600874662399,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_51,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,5.631382465362549,0.9964256882667542,0.0,0.0045401668176054955,0.0,2,0,0,0.15059033036231995,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_53,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,6.803995609283447,0.998881995677948,0.125,0.00044436496682465076,0.0,2,0,0,0.18225938081741333,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_54,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,2.8569350242614746,0.945669949054718,0.375,0.03133402019739151,0.0,2,0,0,0.22387166321277618,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_56,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,2.1712841987609863,0.8974562287330627,0.0,0.03981023654341698,0.0,2,0,0,0.22802044451236725,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_60,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,9.09661865234375,0.9998855590820312,0.125,3.391383870621212e-05,0.0,2,0,0,0.10363195836544037,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_61,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,4,0,grassland/barren,9.500740051269531,0.9998952150344849,0.0,6.765036232536659e-05,0.0,4,0,0,0.037246763706207275,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_63,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,4.328489780426025,0.98697829246521,0.0,0.0270866509526968,0.0,4,1,1,0.192586749792099,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_65,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,4,0,grassland/barren,8.533648490905762,0.9997327923774719,0.125,0.00010313918755855411,0.0,4,0,0,0.0690956860780716,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_66,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,8.633925437927246,0.9998148083686829,0.0,7.937867485452443e-05,0.0,2,0,0,0.18118025362491608,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_67,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,4.066537857055664,0.9831334948539734,0.0,0.004732171073555946,0.0,2,0,0,0.1539946347475052,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_7,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,8.783978462219238,0.9998422861099243,0.0,0.0009533886332064867,0.0,2,0,0,0.16689683496952057,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_70,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,9.302244186401367,0.9999072551727295,0.0,4.5109820348443463e-05,0.0,2,0,0,0.1696251928806305,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_71,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,1.302236557006836,0.7861883044242859,0.25,0.11905442178249359,0.0,2,0,0,0.1961069405078888,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_74,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,4,0,grassland/barren,4.727692127227783,0.9911976456642151,0.625,0.005091734230518341,0.0,4,0,0,0.09459099918603897,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_75,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,6.818962097167969,0.998906135559082,0.5,0.0004068395937792957,0.0,4,1,1,0.13214997947216034,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_81,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,4,4,0,grassland/barren,5.672469139099121,0.9965012073516846,0.5,0.0013995073968544602,0.0,4,0,0,0.0754275694489479,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_82,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,6.124337673187256,0.9978100657463074,0.0,0.0011443783296272159,0.0,2,0,0,0.10152602940797806,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_85,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,5.873000621795654,0.9971842169761658,0.0,0.0029082123655825853,0.0,2,0,0,0.15522105991840363,4
16,task_2cfe9626-32ec-4f11-8747-d23e3437676d_point_87,spatial_split\task_2cfe9626-32ec-4f11-8747-d23e3437676d,2,2,0,shrubland/savanna,10.872899055480957,0.9999631643295288,0.0,8.010119017853867e-06,0.0,2,0,0,0.19550330936908722,4
16,task_344c1a79-17eb-4807-aa0f-912248dc1f80_point_15,spatial_split\task_344c1a79-17eb-4807-aa0f-912248dc1f80,0,0,0,woodland forest,2.876124858856201,0.9465790390968323,0.625,0.009398390538990498,0.0,2,1,1,0.21524196863174438,4
