order,window_index,row,col,map_class,lon,lat,stratum,wrong,reference_class
61,150,9,6,0,-77.427591,40.516887,1,,
62,29,1,13,0,-77.038718,41.124583,1,,
63,39,2,7,0,-77.372037,41.048621,1,,
64,237,14,13,0,-77.038718,40.137077,1,,
65,187,11,11,0,-77.149825,40.364963,1,,
66,88,5,8,0,-77.316484,40.820735,1,,
67,114,7,2,1,-77.649803,40.668811,1,,
68,204,12,12,0,-77.094271,40.289001,1,,
69,46,2,14,0,-76.983165,41.048621,2,,
70,44,2,12,0,-77.094271,41.048621,2,,
71,198,12,6,0,-77.427591,40.289001,2,,
72,61,3,13,0,-77.038718,40.972659,2,,
73,203,12,11,0,-77.149825,40.289001,2,,
74,43,2,11,0,-77.149825,41.048621,2,,
75,98,6,2,0,-77.649803,40.744773,2,,
76,45,2,13,0,-77.038718,41.048621,2,,
77,182,11,6,0,-77.427591,40.364963,2,,
78,195,12,3,0,-77.59425,40.289001,2,,
79,167,10,7,0,-77.372037,40.440925,2,,
80,60,3,12,0,-77.094271,40.972659,2,,
81,59,3,11,0,-77.149825,40.972659,2,,
82,72,4,8,0,-77.316484,40.896697,2,,
83,24,1,8,0,-77.316484,41.124583,2,,
84,67,4,3,0,-77.59425,40.896697,2,,
85,170,10,10,0,-77.205378,40.440925,2,,
86,21,1,5,0,-77.483144,41.124583,2,,
87,74,4,10,0,-77.205378,40.896697,2,,
88,116,7,4,0,-77.538697,40.668811,2,,
89,231,14,7,0,-77.372037,40.137077,2,,
90,126,7,14,0,-76.983165,40.668811,2,,
91,147,9,3,0,-77.59425,40.516887,2,,
92,90,5,10,0,-77.205378,40.820735,2,,
93,28,1,12,0,-77.094271,41.124583,2,,
94,235,14,11,0,-77.149825,40.137077,2,,
95,41,2,9,0,-77.260931,41.048621,2,,
96,186,11,10,0,-77.205378,40.364963,2,,
97,174,10,14,0,-76.983165,40.440925,2,,
98,140,8,12,0,-77.094271,40.592849,2,,
99,200,12,8,0,-77.316484,40.289001,2,,
100,153,9,9,0,-77.260931,40.516887,2,,
101,57,3,9,0,-77.260931,40.972659,2,,
102,69,4,5,0,-77.483144,40.896697,2,,
103,27,1,11,0,-77.149825,41.124583,2,,
104,181,11,5,0,-77.483144,40.364963,3,,
105,166,10,6,0,-77.427591,40.440925,3,,
106,20,1,4,0,-77.538697,41.124583,3,,
107,85,5,5,0,-77.483144,40.820735,3,,
108,185,11,9,0,-77.260931,40.364963,3,,
109,99,6,3,0,-77.59425,40.744773,3,,
110,196,12,4,0,-77.538697,40.289001,3,,
111,104,6,8,0,-77.316484,40.744773,3,,
112,68,4,4,0,-77.538697,40.896697,3,,
113,188,11,12,0,-77.094271,40.364963,3,,
114,73,4,9,0,-77.260931,40.896697,3,,
115,158,9,14,0,-76.983165,40.516887,3,,
116,34,2,2,0,-77.649803,41.048621,3,,
117,109,6,13,0,-77.038718,40.744773,3,,
118,211,13,3,0,-77.59425,40.213039,3,,
119,101,6,5,0,-77.483144,40.744773,3,,
120,152,9,8,0,-77.316484,40.516887,3,,
121,52,3,4,0,-77.538697,40.972659,3,,
122,194,12,2,0,-77.649803,40.289001,3,,
123,56,3,8,0,-77.316484,40.972659,3,,
124,102,6,6,0,-77.427591,40.744773,3,,
125,92,5,12,0,-77.094271,40.820735,3,,
126,50,3,2,0,-77.649803,40.972659,3,,
127,157,9,13,0,-77.038718,40.516887,3,,
128,121,7,9,0,-77.260931,40.668811,3,,
129,91,5,11,0,-77.149825,40.820735,3,,
130,66,4,2,0,-77.649803,40.896697,3,,
131,78,4,14,0,-76.983165,40.896697,3,,
132,107,6,11,0,-77.149825,40.744773,3,,
133,226,14,2,0,-77.649803,40.137077,3,,
134,108,6,12,0,-77.094271,40.744773,3,,
135,169,10,9,0,-77.260931,40.440925,3,,
136,103,6,7,0,-77.372037,40.744773,3,,
137,40,2,8,0,-77.316484,41.048621,3,,
138,156,9,12,0,-77.094271,40.516887,4,,
139,149,9,5,0,-77.483144,40.516887,4,,
140,201,12,9,0,-77.260931,40.289001,4,,
141,94,5,14,0,-76.983165,40.820735,4,,
142,202,12,10,0,-77.205378,40.289001,4,,
143,180,11,4,0,-77.538697,40.364963,4,,
144,139,8,11,0,-77.149825,40.592849,4,,
145,120,7,8,0,-77.316484,40.668811,4,,
146,117,7,5,0,-77.483144,40.668811,4,,
147,93,5,13,0,-77.038718,40.820735,4,,
148,100,6,4,0,-77.538697,40.744773,4,,
149,54,3,6,0,-77.427591,40.972659,4,,
150,53,3,5,0,-77.483144,40.972659,4,,
151,118,7,6,0,-77.427591,40.668811,4,,
152,165,10,5,0,-77.483144,40.440925,4,,
153,83,5,3,0,-77.59425,40.820735,4,,
154,197,12,5,0,-77.483144,40.289001,4,,
155,19,1,3,0,-77.59425,41.124583,4,,
156,173,10,13,0,-77.038718,40.440925,4,,
157,124,7,12,0,-77.094271,40.668811,4,,
158,18,1,2,0,-77.649803,41.124583,4,,
159,199,12,7,0,-77.372037,40.289001,4,,
160,171,10,11,0,-77.149825,40.440925,4,,
161,154,9,10,0,-77.205378,40.516887,4,,
162,179,11,3,0,-77.59425,40.364963,4,,
163,132,8,4,0,-77.538697,40.592849,4,,
164,168,10,8,0,-77.316484,40.440925,4,,
165,84,5,4,0,-77.538697,40.820735,4,,
166,119,7,7,0,-77.372037,40.668811,4,,
167,136,8,8,0,-77.316484,40.592849,4,,
168,86,5,6,0,-77.427591,40.820735,4,,
169,35,2,3,0,-77.59425,41.048621,4,,
170,229,14,5,0,-77.483144,40.137077,4,,
171,115,7,3,0,-77.59425,40.668811,4,,
172,38,2,6,0,-77.427591,41.048621,4,,
